job_uuid,marketplace,acceptor_uuid,requester_uuid,begin_checkpoint.actual_location_hexagon_id9,begin_checkpoint.actual_location_latitude,begin_checkpoint.actual_location_longitude,begin_checkpoint.city_id,begin_checkpoint.ata_utc,fulfillment_job_status
b4e1358c-5c0c-4619-8d81-2b42072788fa,ridesharing,E10120,R2258,8913be4059be3a7,51.40649,5.45487,4,2023-03-23T08:21:00,completed
462d2b67-1231-4f43-ae3b-521a0965ccc4,ridesharing,E10027,R2269,89ee7f3a87a47b9,52.3397,4.84998,1,2023-03-04T14:32:00,completed
b7c85e4b-bc61-447a-a1ba-65a0fdd5bc6f,ridesharing,E10046,R2388,89bc6045272ac13,52.06058,5.07112,3,2023-01-07T11:37:00,completed
a3046aea-bb9a-493f-b5a4-57d62d40b4e9,ridesharing,E10045,R2130,89b111c44ebdfc9,51.95846,4.52482,2,2023-02-03T08:51:00,completed
ccfc2b44-7dd1-4b53-b9fa-f8f6d7b8168b,ridesharing,E10003,R2225,89838191748d8d1,52.05715,5.12198,3,2023-02-01T20:05:00,completed
267dd9c7-9d56-4d5b-9b44-991c3ccc123f,ridesharing,E10063,R2232,890d90e02fce5eb,52.3853,4.8602,1,2023-03-06T15:42:00,completed
e85ec763-8509-4c90-a1b6-94af2c658ae9,ridesharing,E10135,R2247,896e81efdf369a4,52.09194,4.30978,5,2023-02-20T16:13:00,completed
be729937-5206-449e-9908-a81f48d898f6,ridesharing,E10010,R2305,89365f1e5a29395,52.34462,4.84438,1,2023-04-30T16:54:00,completed
f861bfcb-4698-4e28-b436-cdfd96720ece,ridesharing,E10080,R2357,894685a251d6e1e,51.95855,4.51971,2,2023-01-01T09:00:00,completed
2a347932-33fe-4cde-9669-9f26308b8113,ridesharing,E10082,R2300,8977f4fc6f38947,52.38321,4.85809,1,2023-03-19T21:21:00,completed
a6333231-295e-4e56-9bbe-fde75e66878c,ridesharing,E10024,R2416,897554287049984,51.9434,4.51788,2,2023-01-24T00:26:00,completed
81720f85-7661-48d9-9619-cc8b42c241d2,ridesharing,E10112,R2200,89938574e3c16aa,52.03383,4.33594,5,2023-02-17T17:02:00,completed
934f52c6-a5d4-4534-88ec-a5940cc82524,ridesharing,E10033,R2375,89920166e28e6ec,51.40771,5.45669,4,2023-03-23T02:23:00,completed
cfa309fe-37e9-4bca-b5bb-6280bb535088,ridesharing,E10057,R2305,8966321cc5cda01,52.36623,4.92825,1,2023-02-26T17:00:00,completed
980bbb6b-a9a6-47d0-95ae-3536f215e77a,ridesharing,E10067,R2094,89842c7c325a32c,52.09407,4.3076,5,2023-03-21T10:43:00,completed
4636b161-c9a9-4367-8e11-e54c442d5068,ridesharing,E10127,R2587,89c6395c5110510,52.05773,5.07175,3,2023-04-28T02:46:00,completed
cb8f5f87-e3b4-456b-a40b-2a5686095117,ridesharing,E10054,R2146,8946cdd3853d9f6,51.91347,4.45455,2,2023-03-16T04:27:00,completed
c8c6ed03-6956-44ae-86df-6405a91d87b7,ridesharing,E10095,R2130,8960a1661c5e638,52.34085,4.84816,1,2023-04-08T17:58:00,completed
f38c5cb8-1f90-4d0b-87d8-b14ea1f3f868,ridesharing,E10110,R2268,8939f4dc1894bd7,51.47954,5.4514,4,2023-03-03T03:40:00,completed
bbaac112-b49e-4d3c-afc5-79e979d066df,ridesharing,E10148,R2098,89c580e46fe2dd8,52.33036,4.90335,1,2023-03-02T09:34:00,completed
935d9ce7-d4b5-4d0e-b1fb-ef0885fc6326,ridesharing,E10071,R2236,89241e36166a15f,51.40943,5.44974,4,2023-02-14T17:49:00,completed
f2b1bbbc-b608-4089-af97-85a0f35768f5,ridesharing,E10081,R2278,896054d79a4a015,52.10887,5.13809,3,2023-03-26T10:25:00,completed
0bfabf6f-e29b-48a2-baaf-d3d49b26068c,ridesharing,E10053,R2479,8904b7192478664,52.08235,4.28554,5,2023-01-19T07:42:00,completed
daf369f1-d764-44e5-b804-3d6c77699af0,ridesharing,E10075,R2355,89658759f2ff801,51.46722,5.51603,4,2023-02-18T21:05:00,completed
9c5f9047-8e29-489d-acee-d8224dff15c5,ridesharing,E10087,R2000,8914baf8aa08245,52.34098,4.84301,1,2023-04-20T04:57:00,completed
f8cc932e-bc28-4759-8db6-3b171d1d8262,ridesharing,E10020,R2362,891d56f64559171,52.36704,4.93144,1,2023-01-29T19:00:00,completed
023b1e6d-52ca-43be-88cd-5b5fe20fe2b2,ridesharing,E10037,R2534,89185e9447fdfa4,52.04403,4.29123,5,2023-04-30T08:04:00,completed
d9056f3d-78cf-4f5a-a8e1-0f44de4b9ae9,ridesharing,E10096,R2258,8907de3bee545f1,51.46571,5.51625,4,2023-01-23T16:49:00,completed
f51efbb1-dba0-4429-9e0e-824b837b7638,ridesharing,E10070,R2200,89e7a58795eb031,52.0946,5.17167,3,2023-01-16T23:14:00,completed
37fcd05f-562d-464a-b917-affd9a794762,ridesharing,E10103,R2043,8958a470846f112,52.09336,4.30585,5,2023-04-05T16:17:00,completed
43d46fac-42cb-4743-b969-f91d5c034dc6,ridesharing,E10088,R2139,899a1295cfc59f7,51.94315,4.51326,2,2023-01-06T13:43:00,completed
edfc346d-dfce-4bd9-8a64-9727d95c3637,ridesharing,E10141,R2532,894153b5560af92,52.36295,4.92832,1,2023-01-28T01:59:00,completed
b81ef7e4-b0d5-4e2b-b708-9761ff7a225a,ridesharing,E10081,R2451,89257b92f8045d3,52.05392,5.11883,3,2023-04-19T12:28:00,completed
d1555209-5786-4f28-82c3-cf702924edc1,ridesharing,E10146,R2229,8948595696f92ec,52.08427,5.16124,3,2023-02-23T13:25:00,completed
185e4a9b-71d5-431b-a71c-cb91d1cd2e65,ridesharing,E10001,R2211,894751b32269f95,51.40916,5.45186,4,2023-01-19T08:32:00,completed
ebfd951c-e5d5-45d7-905b-8bc7d93a105c,ridesharing,E10055,R2430,8986196f7793951,52.38819,4.8533,1,2023-01-21T17:37:00,completed
f5e776f2-bf55-44a7-9ed3-802905250eb4,ridesharing,E10019,R2251,895dc22cfe3d409,52.09538,5.17541,3,2023-01-13T09:07:00,completed
5e59b8ae-1239-43f7-b29d-68f76ff69748,ridesharing,E10048,R2220,892d183c6391521,51.88725,4.43106,2,2023-01-29T05:00:00,completed
758072bd-acf8-4844-9cef-c3f1c7c05d41,ridesharing,E10126,R2421,89426425a384168,52.05291,4.32314,5,2023-04-11T01:44:00,completed
03a58749-63c4-4dff-b03b-13e4629669dd,ridesharing,E10059,R2063,89bc2e95eb9495e,52.40069,4.9484,1,2023-01-11T14:02:00,completed
a25fd4c9-5756-4c36-bf14-65d843b535e8,ridesharing,E10082,R2036,8929a59053a1c2a,52.33128,4.89962,1,2023-04-12T10:22:00,completed
60244ea1-808b-41aa-8ee1-6ab651e41cca,ridesharing,E10118,R2395,894f2c32ce35ec1,52.34148,4.84264,1,2023-01-05T05:44:00,completed
bc948486-031b-438e-ace9-b4d24df74fd1,ridesharing,E10158,R2071,89aad18b6960a8d,52.36407,4.93011,1,2023-04-15T19:49:00,completed
2f948348-c5ae-4a14-9d98-54a7534294d2,ridesharing,E10024,R2532,8923b978ea3936f,51.91364,4.45798,2,2023-02-17T04:59:00,completed
95ccfc86-cd20-4f43-b680-65fb158cee70,ridesharing,E10121,R2396,891248ba3f25a59,52.08117,4.28819,5,2023-01-26T02:31:00,completed
e8344dbf-eb9e-46bd-a144-289f20f3d550,ridesharing,E10154,R2513,892d18b65eaf4b1,51.46237,5.51754,4,2023-01-30T02:17:00,completed
b14dfba3-f31b-443c-8aa8-13afd4d6b121,ridesharing,E10045,R2576,8925eed6bd82ddd,51.94428,4.51684,2,2023-04-17T03:40:00,completed
7d498bf0-902c-4d22-b897-2b869a6b0140,ridesharing,E10125,R2085,89668a27077edd9,51.89812,4.48973,2,2023-04-02T14:10:00,completed
0f711e0e-dc74-4593-b5f9-37b65b58b7bb,ridesharing,E10125,R2528,898e6c59345768c,51.91113,4.43609,2,2023-03-03T06:19:00,completed
7faf1a1b-ab82-4c6c-ac01-ad1d2464250d,ridesharing,E10104,R2256,89e0a536689c38b,51.40786,5.44135,4,2023-02-15T15:35:00,completed
4378e677-d650-46bf-8aea-618febc80e5f,ridesharing,E10149,R2468,89c8b312f3d1a47,52.0339,4.32916,5,2023-04-23T11:07:00,completed
ac646232-b3b9-4431-94a0-62578246d00a,ridesharing,E10050,R2022,89b94aa722e31f4,52.06146,5.07595,3,2023-01-01T01:43:00,completed
0b5d5990-2b70-4179-aee3-a95508d9824e,ridesharing,E10072,R2379,894b845053d2beb,51.94447,4.51117,2,2023-01-24T20:15:00,completed
c3ad6d9f-b683-4935-9757-f50b01a7b56e,ridesharing,E10141,R2026,89246dcf03f0c88,52.38362,4.85805,1,2023-03-04T11:46:00,completed
2a1f4bcc-852e-44b3-9c52-96d879b3a0cb,ridesharing,E10156,R2320,8998ab4c2217655,52.0343,4.32888,5,2023-02-22T22:14:00,completed
53d44c4f-1fc4-4506-880e-679454c3928e,ridesharing,E10141,R2182,89e1f908a4bafc5,51.94576,4.51347,2,2023-04-18T14:38:00,completed
49ef547f-3faf-45f5-a629-cb59686ffa30,ridesharing,E10127,R2312,89581174f1d0395,52.05767,5.1231,3,2023-03-17T03:31:00,completed
c5694a00-364e-4377-8d0d-f6047c762ace,ridesharing,E10065,R2427,89fd2c18ddf6813,51.47809,5.44869,4,2023-01-18T15:08:00,completed
946e4395-addc-49f4-b47e-5c6f94fedf38,ridesharing,E10025,R2039,89a09e3b44bda5a,51.40687,5.45376,4,2023-02-21T01:13:00,completed
09d69d3e-114e-4748-851c-4431a64680af,ridesharing,E10136,R2043,8900e32db08c0ed,51.90702,4.43772,2,2023-01-16T20:22:00,completed
42b8e2be-f760-44f9-a3d8-92c4b9686e7a,ridesharing,E10016,R2549,89d01f21737fa87,51.90025,4.4939,2,2023-04-23T08:17:00,completed
afe70669-8f47-4c62-8e98-a502fe114e32,ridesharing,E10067,R2481,8947ca5e660223c,52.07758,4.28197,5,2023-03-28T02:36:00,completed
11475862-f663-45b8-ae79-eaa3e7d29f3e,ridesharing,E10077,R2296,890f293eac530ae,52.05746,5.07257,3,2023-03-24T09:38:00,completed
b9673b4e-378a-4ce8-9abd-da1855ae1fd7,ridesharing,E10140,R2370,894634ab6e75bd8,51.40698,5.44352,4,2023-01-28T23:29:00,completed
9ba60d06-70a2-4cdb-a75c-59d1d00df2f6,ridesharing,E10040,R2108,89607dbdc728d09,51.46658,5.51388,4,2023-02-19T03:37:00,completed
a627af4e-0ea0-4277-8c37-fd46203b13ff,ridesharing,E10146,R2241,89d45a5028b20d9,52.10509,5.13065,3,2023-02-12T02:22:00,completed
623813d5-0880-4235-8d96-19125cfec80c,ridesharing,E10124,R2390,8903d3b659728c6,52.09585,4.30871,5,2023-02-17T05:53:00,completed
326e5001-5db8-4424-ab8e-a669f1238dee,ridesharing,E10052,R2587,8912e00ce7cc444,51.90985,4.43794,2,2023-02-03T07:32:00,completed
dc4145be-c7b0-4b7b-8b3b-2a4b7dd597fb,ridesharing,E10036,R2422,89fe182e656b65d,51.89723,4.48931,2,2023-01-22T10:52:00,completed
83452e25-8925-4bd8-85fd-10c1bd5449e5,ridesharing,E10044,R2441,892a4fe05124c49,52.40195,4.95042,1,2023-04-10T13:58:00,completed
9100eb9c-445d-4c69-8885-f44128acdfe0,ridesharing,E10052,R2275,893314a3851ee73,51.94734,4.5178,2,2023-03-30T02:09:00,completed
8260eded-af39-475d-bedc-3df54546a93e,ridesharing,E10095,R2204,89f3f08868cf09e,52.09136,4.24619,5,2023-03-11T04:00:00,completed
578fde98-2676-486b-afe6-5ab7fa20d3d8,ridesharing,E10008,R2115,89f566acd3f0382,51.40701,5.45644,4,2023-03-17T05:27:00,completed
a4be4843-31c8-4b63-9ac3-fcf47dc4b074,ridesharing,E10092,R2517,890e494e11da9ed,51.42175,5.50159,4,2023-04-09T17:49:00,completed
63214691-c5e4-4d1c-a0b8-51095758a9a9,ridesharing,E10098,R2334,893e0e4b22e1030,51.40923,5.44896,4,2023-02-07T19:26:00,completed
64270568-f1de-4de9-8c5d-151841dcb5e1,ridesharing,E10108,R2007,894398472a43f95,52.03165,4.33526,5,2023-02-17T13:15:00,completed
8400e97f-707e-4c42-81f3-d98a22c13dcd,ridesharing,E10144,R2361,89138fd2d5d1909,52.08239,5.16539,3,2023-01-25T04:51:00,completed
067723f3-c8a7-4de8-a000-9d605dc80b8a,ridesharing,E10004,R2089,8958ec4f752e471,52.36675,4.9333,1,2023-01-13T14:15:00,completed
c9ef67e9-80d2-4e8c-9839-bd467ca510c6,ridesharing,E10058,R2588,8999e9690bf8719,52.36008,4.89904,1,2023-02-26T05:03:00,completed
3ff6155d-1255-4ca5-a639-16a0f9ac8425,ridesharing,E10054,R2188,899c2b8154fba3f,51.95549,4.52507,2,2023-03-02T03:01:00,completed
ef58b945-036b-4349-bfaa-4460e625e7d5,ridesharing,E10034,R2416,89f92dc40ba0db6,51.95496,4.52294,2,2023-01-04T10:42:00,completed
d709d9b8-bc24-4ade-a389-d22e7b28cd65,ridesharing,E10064,R2308,8961536d486909f,52.32573,4.90532,1,2023-03-26T18:53:00,completed
f956089d-763f-4a0f-a58d-e6c3b5f21019,ridesharing,E10025,R2445,89e1b67fbeff9c2,51.46378,5.51765,4,2023-01-13T22:36:00,completed
9933a33c-61b6-48eb-8034-7dfd08609f3e,ridesharing,E10072,R2558,89fd668c58df8ce,52.32809,4.90357,1,2023-02-17T06:43:00,completed
351f7423-9c5a-4bba-9031-47bc2fe2a161,ridesharing,E10086,R2455,896f3a8a2cd1820,52.06202,5.07399,3,2023-04-08T07:24:00,completed
3908400d-6781-4867-a3b9-a367ba9a39c2,ridesharing,E10067,R2278,898aeac9e582f62,52.05576,4.32534,5,2023-03-11T23:56:00,completed
851c472f-5d95-418b-ab94-256efba47bc8,ridesharing,E10140,R2188,89249b4c0e83eb8,51.95426,4.52494,2,2023-03-29T12:00:00,completed
e08df3ca-974b-47e4-94d6-9c395fb2922a,ridesharing,E10060,R2224,89cc2b021c0f4f9,52.05629,5.11719,3,2023-04-03T12:34:00,completed
77ab1963-8962-47b2-8027-4fe23aa5e0ff,ridesharing,E10018,R2539,89fc0145d64118f,52.34367,4.84356,1,2023-02-11T03:47:00,completed
b68c464e-9a8d-4c59-aa10-7f1084dfb05c,ridesharing,E10104,R2268,894f0ea8b404125,51.94349,4.51296,2,2023-04-07T14:50:00,completed
333f51c0-c4c0-4584-b1ad-eed5d1c4349d,ridesharing,E10005,R2110,899c4d80a0b9d41,52.05184,4.32204,5,2023-04-30T11:38:00,completed
c5e4ddd5-122e-40e8-b9cc-9db3a678996a,ridesharing,E10103,R2193,89b95552d86596a,52.0549,4.3276,5,2023-04-29T21:23:00,completed
88f1a68c-949b-4293-91c9-6dba8036528e,ridesharing,E10083,R2548,89b5252edacff77,52.08501,5.16693,3,2023-04-14T15:32:00,completed
a4f93a79-41ca-4e7e-a082-5e951531ee58,ridesharing,E10067,R2385,89ed0b9749a4d46,52.07746,4.27931,5,2023-01-22T02:19:00,completed
81d99a8a-2ee8-4fc8-9205-0304c815512f,ridesharing,E10086,R2324,894586c15d921e3,51.40772,5.44092,4,2023-04-24T16:51:00,completed
20c8d15e-91f5-4849-8226-ed22c2a789e8,ridesharing,E10122,R2570,896dd52cf2dd0ee,52.09121,4.31249,5,2023-04-24T14:03:00,completed
7789e3e6-e32e-4f38-80fa-84fc78376ea1,ridesharing,E10156,R2484,896a1d03a8d1053,52.08126,4.28536,5,2023-01-24T18:37:00,completed
c0c765d5-58d9-4cf8-be9c-588a1e08e6dc,ridesharing,E10118,R2529,89e21daeb18b2bf,52.36363,4.93448,1,2023-03-11T14:52:00,completed
464d30e9-11c1-4897-b898-f00e0ea0c096,ridesharing,E10110,R2388,89601be1fa210d9,51.40523,5.452,4,2023-01-08T02:32:00,completed
e4eead30-7299-4670-9ebb-455c0eaa17d0,ridesharing,E10014,R2374,893e4bb2e8d118e,52.32742,4.89809,1,2023-01-11T11:00:00,completed
d5179f50-9ad7-47a7-aef5-bdc90866c101,ridesharing,E10091,R2528,89b1ba265d261c4,52.09265,5.1723,3,2023-01-19T07:00:00,completed
fae9017a-e35e-4b77-a70b-547c3a0429c1,ridesharing,E10071,R2546,892b94779393839,51.40519,5.45629,4,2023-03-19T05:53:00,completed
9aa6fe70-ac18-4174-a348-ab7b59ebc6c7,ridesharing,E10128,R2314,89ba53761c1303a,52.10585,5.12918,3,2023-03-11T06:29:00,completed
cc594aa2-4508-451f-8e61-9c6cd3971f29,ridesharing,E10121,R2214,8971c5782e87cb8,52.09383,4.30483,5,2023-01-24T18:43:00,completed
dbe98f04-e4ca-49a3-b4aa-58b96b9d6d6b,ridesharing,E10128,R2168,89cb5e22a4a6805,52.08449,5.1637,3,2023-01-22T21:33:00,completed
f541c78a-bd15-4e31-804e-558fba5bc0c5,ridesharing,E10118,R2593,89de3f50f5327ee,52.34189,4.84818,1,2023-04-16T15:42:00,completed
1cf9afa0-6eb3-40bc-af52-00f3397a059c,ridesharing,E10146,R2148,89796013945be30,52.08148,5.15942,3,2023-01-21T23:40:00,completed
e3826fe5-65ce-4dbb-aacf-151fd108d392,ridesharing,E10039,R2565,897b1c194d18514,52.33048,4.90168,1,2023-04-24T18:01:00,completed
a9f2e416-7823-4ddd-8162-097d78d29afb,ridesharing,E10119,R2192,891b57556f52da3,52.0593,5.07424,3,2023-03-07T10:36:00,completed
0a623dbc-3664-43af-8364-6c3b46742363,ridesharing,E10011,R2243,898bca37b4d75b5,52.08716,4.24416,5,2023-03-15T17:55:00,completed
bdcb4419-bbdb-4ba9-af06-9893282bd1f6,ridesharing,E10029,R2122,89b1d73b72025bb,51.46468,5.51518,4,2023-04-24T01:44:00,completed
6d6bb27a-e577-402e-91c5-5b3a122a6308,ridesharing,E10066,R2282,890473cf3d5b53d,52.08444,5.16206,3,2023-01-09T15:22:00,completed
a711f15c-38fc-4735-ab01-c9e8c4b7623b,ridesharing,E10015,R2218,892e5dc26539cb6,52.36077,4.90396,1,2023-02-28T07:33:00,completed
2e69fc43-b94e-4cb9-8e33-24ac2578d14d,ridesharing,E10137,R2166,895f75fa2c7012f,52.36145,4.90165,1,2023-02-23T03:36:00,completed
c8e38b70-8ee3-48ad-b9c1-7f1c2e938c96,ridesharing,E10109,R2520,89609d43867f45e,52.04443,4.29074,5,2023-02-04T06:35:00,completed
b1b19083-59df-4115-9747-aa1627bd4e04,ridesharing,E10129,R2454,892fbdac9523d1f,51.91039,4.45391,2,2023-04-09T06:41:00,completed
70f08456-0485-4023-9282-3403132c7203,ridesharing,E10152,R2186,898f1cc9ddb97af,52.111,5.13761,3,2023-04-11T02:10:00,completed
a84f78af-2820-432a-9181-d0b3950b5499,ridesharing,E10048,R2336,899f6160bb1739f,52.09429,4.31071,5,2023-04-14T22:56:00,completed
bc33b49e-b5a8-4ce4-a6fa-776fa63f8f42,ridesharing,E10101,R2042,89a81df844d05f4,51.40454,5.44865,4,2023-04-19T17:12:00,completed
74cfa957-4676-4b60-a334-4951a95e4f53,ridesharing,E10141,R2232,892c4fdefc35304,52.32992,4.89794,1,2023-03-08T02:21:00,completed
728ff231-2921-41f6-94e0-c1680a26c35f,ridesharing,E10062,R2574,896e7f7cfe9f527,52.0784,4.2873,5,2023-01-09T15:27:00,completed
33ae669e-f0f4-4c55-9e5b-92bb94194678,ridesharing,E10019,R2433,89bbfda1208ae98,51.48051,5.45041,4,2023-01-30T17:06:00,completed
3eb0980d-c5c5-43cc-aa9e-8b8e9a7986d1,ridesharing,E10132,R2517,896f9e585e05e64,51.88461,4.42738,2,2023-02-12T01:19:00,completed
35918d08-f33b-43f6-aef7-c72b0fc0aa9b,ridesharing,E10056,R2153,8955965b9427431,52.34083,4.84479,1,2023-01-26T22:28:00,completed
95a75659-3f1f-4514-82c5-814e79394940,ridesharing,E10048,R2496,8904a968389c342,52.08711,4.2528,5,2023-01-29T04:09:00,completed
58d8b7ad-1b78-4840-9009-f080688939a7,ridesharing,E10145,R2407,89b95cb72996d6e,51.91327,4.45401,2,2023-04-02T09:23:00,completed
014936f4-8110-4454-b6c5-0e91923e06e5,ridesharing,E10140,R2319,89356bdc3dcebaf,51.8955,4.48971,2,2023-01-17T05:15:00,completed
a40009e0-9f20-45ef-8020-2c94b326f3d8,ridesharing,E10034,R2347,8910eca10b65c49,51.91068,4.45903,2,2023-01-14T11:18:00,completed
1d5b828b-bdd0-4032-83d2-bc798a5ff76e,ridesharing,E10143,R2250,89285cea5092698,52.05647,4.32436,5,2023-02-07T18:08:00,completed
45450524-0402-47c0-b855-13ac34df0113,ridesharing,E10121,R2456,8992d563bcd171d,52.09536,4.3131,5,2023-04-17T00:45:00,completed
02aa424d-59f0-458a-806c-09cea4c343a2,ridesharing,E10124,R2025,8912da8525ae48f,52.02941,4.33104,5,2023-03-19T05:13:00,completed
6bffbb4c-37c6-491b-8995-049398fe1c9c,ridesharing,E10045,R2583,89ce9234587ac15,51.91087,4.45619,2,2023-02-23T04:10:00,completed
034df33c-8617-4cf1-9700-8746e36baebc,ridesharing,E10033,R2414,89f2fd20b9374e0,51.91129,4.43911,2,2023-02-16T10:19:00,completed
608c32b9-2920-436e-a408-0d6f7bcfbfff,ridesharing,E10104,R2538,8922d5437078c2f,51.88331,4.42927,2,2023-01-20T00:09:00,completed
83c16308-09da-4526-827c-7190635570c0,ridesharing,E10147,R2443,89edef23b746a7c,51.94539,4.51476,2,2023-01-20T09:50:00,completed
dab47d33-2fde-42a5-9830-8dc25e223d95,ridesharing,E10005,R2014,89fe37ef0ec52d0,52.03078,4.32908,5,2023-02-19T02:03:00,completed
9e49bf51-1e88-4bd2-874c-a723f9a1395b,ridesharing,E10156,R2327,890b14e8db2aef2,52.07984,4.28191,5,2023-02-05T12:30:00,completed
c2364af5-daff-41a2-a7d1-adba711718e8,ridesharing,E10131,R2461,8952a206a217f2d,52.34422,4.84904,1,2023-01-18T11:48:00,completed
3cb3b3d8-71c2-4b06-8c58-e800af9567f2,ridesharing,E10044,R2167,89f5a5f8cd3a4c6,52.3879,4.85459,1,2023-03-26T09:51:00,completed
8895882e-51f8-465d-a3f4-212fa628144c,ridesharing,E10092,R2470,89396513dd35c75,52.40526,4.94683,1,2023-04-28T10:41:00,completed
cdd16517-e3d6-461c-8190-eb8e829e7599,ridesharing,E10144,R2274,89925c1dd3a4466,52.1107,5.13682,3,2023-01-09T08:27:00,completed
ea095a9f-0990-4d25-8cad-886628b2fea1,ridesharing,E10042,R2177,89aacc9898ce19b,51.89462,4.49766,2,2023-03-31T00:35:00,completed
98c87bb4-8f5e-441d-9f58-f26ea5419fbd,ridesharing,E10007,R2090,895687694e15ca4,51.89896,4.48993,2,2023-04-06T07:10:00,completed
a4db4aa8-d14a-49b7-a0ac-d82a2a1f17c9,ridesharing,E10133,R2566,89dbe4a18204a25,52.05957,5.06923,3,2023-02-07T08:46:00,completed
53da2899-7fef-4f75-a7ed-75a8bd5a8436,ridesharing,E10062,R2025,8960184dd1aa6c0,52.09348,5.17544,3,2023-04-03T15:36:00,completed
e7438787-f3b1-4bef-aa9e-a25055ecfe32,ridesharing,E10151,R2562,89af56dd7b4ab75,51.89739,4.49667,2,2023-02-19T06:39:00,completed
4f6b37f4-157b-4559-9eeb-0edc309c092c,ridesharing,E10042,R2097,89026e87d9cfba9,51.95571,4.52507,2,2023-04-13T12:06:00,completed
0481454e-7450-4f5c-ba31-4b5c23fed0af,ridesharing,E10112,R2485,899a43a5b876d97,52.08018,4.27938,5,2023-03-18T03:43:00,completed
347993eb-c304-4416-9880-e069d1ed45ec,ridesharing,E10090,R2077,89dba1ec2474019,51.47785,5.45196,4,2023-04-08T00:43:00,completed
6b576d5c-52c2-455a-a87d-0357c69e2c77,ridesharing,E10140,R2487,895d8a65e050333,51.94772,4.51975,2,2023-01-04T03:54:00,completed
3d30c79c-100d-47df-92ec-178352d12273,ridesharing,E10045,R2020,897535d194c23c4,51.90034,4.49748,2,2023-02-02T20:24:00,completed
f4b1968c-8db9-4718-8a31-1f8c801da886,ridesharing,E10074,R2294,89ace295e8d4e63,52.38626,4.86112,1,2023-01-03T23:41:00,completed
7dc29271-c8f2-4be8-97b8-52b5ce32ca6c,ridesharing,E10007,R2330,89e1984c248484c,51.94416,4.51356,2,2023-04-09T21:33:00,completed
215c8826-a3f3-41ec-815a-70c10af18cf3,ridesharing,E10115,R2044,89f81e59642932a,52.0612,5.07599,3,2023-03-07T12:40:00,completed
fbae8c0d-d60e-46c4-bc94-f73259c3292f,ridesharing,E10152,R2262,896c07d147683b1,52.0822,5.16443,3,2023-02-08T01:52:00,completed
23a1f4ae-b92e-403b-84bd-b6c2b03d7834,ridesharing,E10089,R2089,897c41a51a03685,51.42133,5.50759,4,2023-01-27T08:16:00,completed
d2534fb2-006d-41c0-953b-646d922d6759,ridesharing,E10080,R2526,89d1fca6ed5f9b1,51.89735,4.49641,2,2023-04-25T12:14:00,completed
25958599-7c7f-418b-adf1-5bc14fdd7721,ridesharing,E10061,R2366,89abbf69b9f1d62,51.40684,5.45779,4,2023-01-25T18:36:00,completed
